"id","name","description","coordinates","imgUrls","images","media","created_at","updated_at"
1004,"Rail to bank",NULL,"[""51.4026528"",""0.0116301""]",NULL,NULL,NULL,"2021-02-10 02:24:52.17304","2021-02-10 02:24:52.17304"
1006,"Ledges",NULL,"[""51.5281701"",""-0.1027393""]",NULL,NULL,NULL,"2021-02-10 02:24:52.180335","2021-02-10 02:24:52.180335"
1008,"Wooden benches",NULL,"[""51.5275026"",""-0.0971174""]",NULL,NULL,NULL,"2021-02-10 02:24:52.187755","2021-02-10 02:24:52.187755"
1009,"Curved marble ledge w kicker",NULL,"[""51.5297086"",""-0.0951487""]",NULL,NULL,NULL,"2021-02-10 02:24:52.19157","2021-02-10 02:24:52.19157"
1010,"Stoppied stairs and handrails",NULL,"[""51.5294449"",""-0.0959319""]",NULL,NULL,NULL,"2021-02-10 02:24:52.195391","2021-02-10 02:24:52.195391"
1011,"Brick wallride",NULL,"[""51.5326419"",""-0.0818932""]",NULL,NULL,NULL,"2021-02-10 02:24:52.199766","2021-02-10 02:24:52.199766"
1012,"Manny pad, gap to rail?",NULL,"[""51.5319745"",""-0.0825906""]",NULL,NULL,NULL,"2021-02-10 02:24:52.204116","2021-02-10 02:24:52.204116"
1013,"Bump to bar potential","With some wood","[""51.5382845"",""-0.0855464""]",NULL,NULL,NULL,"2021-02-10 02:24:52.208063","2021-02-10 02:24:52.208063"
1052,"Banked wallrides",NULL,"[""51.462577"",""-0.1805449""]","[""https://doc-08-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/urtpk40cei8o9p96mta468ulnc/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALq_9hW1_e5aoVB0mE_WfGauhoRteIKWJ_RIbIpgUEXLHuA1yKt6jyZIOu03ZImQmE9eqJLPDEM-7-3qamE0IjuggsmLrutmBqKM9QFt35vaXBXar2wjuviQxw5DwxhdNOdfpRceti0_iL6f2lb-liA-Um9Rd1zdp3-i4rUBPAgpWRMffMDpVUHw4M_kIcvPgZvYnu-yDVXn3chwN73eur-wlzEco7Mj2fkG3vWr1OAAmMXKUEwHTJ5_oqjL_ErMEhIEkLbNYu0YL82yUUA8g30ibJU6Og?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.369371","2021-02-10 02:24:52.369371"
1054,"Waxed 3 set",NULL,"[""51.4568081"",""-0.1956403""]",NULL,NULL,NULL,"2021-02-10 02:24:52.376508","2021-02-10 02:24:52.376508"
1055,"Stoppied 5 set with rail and ledges",NULL,"[""51.4569953"",""-0.1941276""]",NULL,NULL,NULL,"2021-02-10 02:24:52.380867","2021-02-10 02:24:52.380867"
1005,"Driveway gap","Grey mag cover","[""51.4769528"",""-0.1936341""]",NULL,"""[{\""asset_id\"":\""f237ce02746d9befbfab570897d22b27\"",\""public_id\"":\""spotMapper/Screenshot_2021-04-11_at_23.32.02_vipc6u\"",\""version\"":1618180334,\""version_id\"":\""1b8469a028d89c51c6ce3c5d3a979296\"",\""signature\"":\""f5857324460184696c90ac1e9db8de9b6aee5d81\"",\""width\"":468,\""height\"":409,\""format\"":\""png\"",\""resource_type\"":\""image\"",\""created_at\"":\""2021-04-11T22:32:14Z\"",\""tags\"":[\""1005\"",\""images\""],\""bytes\"":388752,\""type\"":\""upload\"",\""etag\"":\""e3b124cbb870909e0246a34ac7d3e250\"",\""placeholder\"":false,\""url\"":\""http://res.cloudinary.com/dsjx8r2ll/image/upload/v1618180334/spotMapper/Screenshot_2021-04-11_at_23.32.02_vipc6u.png\"",\""secure_url\"":\""https://res.cloudinary.com/dsjx8r2ll/image/upload/v1618180334/spotMapper/Screenshot_2021-04-11_at_23.32.02_vipc6u.png\"",\""access_mode\"":\""public\"",\""existing\"":false}]""","""[]""","2021-02-10 02:24:52.176645","2021-04-11 22:32:14.6431"
1014,"6 set rail, 4 set brick ledge, gap over rail",NULL,"[""51.5389385"",""-0.0813353""]","[""https://doc-14-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/ip7nb0il6iabs3vi4ljibptp08/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALre3P_zSC7PgnGTk_p8Rn7NdIdcAc__adBi8U_vi6sTmaFMVBhB8IXxybOhny3C0S_DxdZCtTi9YOaUvsl2-l3aGbDxMrSwSaSb0AT4K9xpOFZH6Oujxe4RSxZ2R0ftw0W_Imiku11tY0EVQoSrVLy4lMDayjil3dpaxoyWqdvJltvSdrwA5CnPidmWxMsnDhOOj4RxpCyrDPtasj--fIrGtbv1B0fvaPYjVN-gHKRTdBphsV3_VjsFcHzJqQsJTt04usswaesgOafyMgVWsC0A4y3CNw?session=0\u0026fife"",""https://doc-0g-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/u110vucpdfis1htp0q86qjibb0/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALoZYMNKT5b1_rKplledbNUkOGYe_5uez7Jl244jBL9JAkA3V_-RM4waCxX5NO0KrlGcCcWrphD16wQvAREv7ZFaBenjaYcT0RRo6ZSSNc89_ktRfMYqRLh47eMQ27m4GPv8j0GSPqKeRDSadmVdivVhMJmE6Iw7GiExRwlMDuXsNjhz9_KBznRCqczInMGsdWU4PkwV4wQ3uKH8uUMCWrLlD1ewK339rjNkwGNhDcis1rsRl9CGeLqYUbuNeDuQaOwJjgFy_Nb0kQQQcZUlYAmWb4FfGA?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.211703","2021-02-10 02:24:52.211703"
1015,"6 set rail, 5 set brick ledge, gap over rail",NULL,"[""51.5388851"",""-0.0824994""]","[""https://doc-04-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/chtegpqrn4nm25o6pj5v4rt97g/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALqiy5CFYMBT_GK3-xaPvsEWhfuF7Ue7iXFvBFaRkf1SaWViBzPYOaUhf4NB_YrrO0bHI3y4xWmD7_8YmLggDh4KB5bL9SWtuK6nOgFf4lam_waU03ldJXC6AJIEKr0xVAMi92D-Hx7cXEh1R-NEJ91BNzGaRst4UvEnqYJg9zk52ZVBpXGhr3WnDJfZRgMMm2zZTnZfGyRNIQTdrgZYVDV34wlg0qmQF7iM0_7GiyXq1jkCgUf4LqYxDwnALTHMQLEOsgTOr4rzCG0SiBTtfdilFrlU2g?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.215409","2021-02-10 02:24:52.215409"
1086,"Gap to manny block","Stoppied blocks","[""51.5266816"",""-0.08376""]",NULL,NULL,NULL,"2021-02-10 02:24:52.506918","2021-02-10 02:24:52.506918"
1087,"Banks to wallride",NULL,"[""51.5049628"",""-0.0473785""]",NULL,NULL,NULL,"2021-02-10 02:24:52.510447","2021-02-10 02:24:52.510447"
1089,"Brick 9 set out ledge",NULL,"[""51.5033767"",""-0.0476199""]",NULL,NULL,NULL,"2021-02-10 02:24:52.517279","2021-02-10 02:24:52.517279"
1090,"Brick wallride",NULL,"[""51.5037607"",""-0.0478506""]",NULL,NULL,NULL,"2021-02-10 02:24:52.520832","2021-02-10 02:24:52.520832"
1091,"Tall marble ledges",NULL,"[""51.5882963"",""-0.0594806""]",NULL,NULL,NULL,"2021-02-10 02:24:52.524276","2021-02-10 02:24:52.524276"
1096,"Manny pad/ rail hop",NULL,"[""51.5090096"",""-0.1517701""]",NULL,NULL,NULL,"2021-02-10 02:24:52.55458","2021-02-10 02:24:52.55458"
1097,"Mini road gap",NULL,"[""51.5101514"",""-0.1514697""]",NULL,NULL,NULL,"2021-02-10 02:24:52.557939","2021-02-10 02:24:52.557939"
1131,"3 set kicker",NULL,"[""51.5213079"",""-0.1087153""]",NULL,NULL,NULL,"2021-02-10 02:24:52.692621","2021-02-10 02:24:52.692621"
1132,"Brick banks down stairs",NULL,"[""51.525173"",""-0.0350833""]",NULL,NULL,NULL,"2021-02-10 02:24:52.695949","2021-02-10 02:24:52.695949"
1016,"13 set kink rail with wallride",NULL,"[""51.538161"",""-0.0835025""]","[""https://doc-0s-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/i09bpjmai5fhe4p9ed032mh4j8/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALpJsPBOqXL2KKbsGK0P_GYCsuY-wlwJlTF_VYsYNQAp0vg4NvKFTCr3SvielRPlFkZIPRqTnW0t8I3AQZjGtKqALM1RYL3KdhZNM0091TMS20UN3201bzO1F5XPq9UmaoR_hskgdL4tkqeBWzu4kaXpYkQNLnECrC3f8WBv1vLr297ERNHtJcUW4Vywd_z4SunJ5hleKzUnQdX2a2lvOqJQLA_vycO19W22nayAWMvR1B7vWzDxeM2LDAqFzolNqFIsdKHIjRcDzYfHgLd3BH1PVmilWQ?session=0\u0026fife"",""https://doc-0s-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/ct2u73vie4n98sea7q7hmur4u4/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALq8Ktcpj0BUDdFQj9Ac7LxEyn8Pk-gtwwM_7Xb8qdqzSpbH8OYahuMA5FNrpTVTK6VY6bsSLAD1ETlgFPU04REFLeGwQ8Eum19keU7EF5iq1ITtm5aSXg4KS59GeSd8PdGCOy8HTzHOpG2MWlxYrV1RuqUoXIz-EmWzFNzu91tv_THUaE3L7jrkoNxXw2JCQvoLpjfhP-_jVnKryyZSI2RCwZ24bdDDw0hV-RSxVjVGgh00kX-c9iCTHISaRk1zVha8VndL2iMRCAhn8eNhNkLM1CJLcg?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.219244","2021-02-10 02:24:52.219244"
1026,"5 set marble out-ledge","Needs some bushes clearing","[""51.5074103"",""-0.0678062""]",NULL,NULL,NULL,"2021-02-10 02:24:52.265699","2021-02-10 02:24:52.265699"
1027,"Waist high marble ledge",NULL,"[""51.5073068"",""-0.067699""]",NULL,NULL,NULL,"2021-02-10 02:24:52.269901","2021-02-10 02:24:52.269901"
1029,"Marble ledge with rail",NULL,"[""51.5072233"",""-0.0667495""]",NULL,NULL,NULL,"2021-02-10 02:24:52.278017","2021-02-10 02:24:52.278017"
1030,"Brick bank to window","Pop up bank","[""51.5276194"",""-0.0906265""]",NULL,NULL,NULL,"2021-02-10 02:24:52.281851","2021-02-10 02:24:52.281851"
1031,"16 set kink rail","Top one skateable? Or build a ramp down the first","[""51.5278897"",""-0.089913""]",NULL,NULL,NULL,"2021-02-10 02:24:52.285957","2021-02-10 02:24:52.285957"
1032,"Bank with tall rail",NULL,"[""51.5331291"",""-0.0886953""]",NULL,NULL,NULL,"2021-02-10 02:24:52.290899","2021-02-10 02:24:52.290899"
1033,"Brick bank to wall ride","Little hip","[""51.5537938"",""-0.1237893""]",NULL,NULL,NULL,"2021-02-10 02:24:52.294446","2021-02-10 02:24:52.294446"
1034,"7 set brick hubba with kink",NULL,"[""51.5538138"",""-0.1236659""]",NULL,NULL,NULL,"2021-02-10 02:24:52.29824","2021-02-10 02:24:52.29824"
1035,"11 set with handrails","Tall handrail and wall rail","[""51.5553615"",""-0.1223677""]",NULL,NULL,NULL,"2021-02-10 02:24:52.301988","2021-02-10 02:24:52.301988"
1036,"Metal banked grind box","Short with obstructed run-up and landing","[""51.5710117"",""-0.093475""]",NULL,NULL,NULL,"2021-02-10 02:24:52.305812","2021-02-10 02:24:52.305812"
1037,"Ledge with gap",NULL,"[""51.5269819"",""-0.1372111""]","[""https://doc-0c-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/ek3ji1o7saugn7902lffvqv3f4/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALrma98fYjo8bo1eWmgV4O2ek_i5p7lmx9CExUmruamk32dziiMCCwJdvvFE_mmvjOG9xAbIwaJsk7g9ij71Ym8SQ860W1T_FDu9L-5PTJXtlPRk-Ckmu5g8J61GRz57czLpGd1HYD0Kd3kaYxWITHQ9hiE9co1aMI-U7CFTVPj_YtsPyyNJk76njLGH0300ekFHvxjKEWHqLGUA8PTeI4aDzufc37fyf31ilp5oOaFmUD_KhrkR34iSL4zGeRMla6KvnE7J3wz2kS_sVl3MPP19HCydEA?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.309279","2021-02-10 02:24:52.309279"
1038,"Wall into bumpy bank",NULL,"[""51.5271822"",""-0.1341158""]",NULL,NULL,NULL,"2021-02-10 02:24:52.312907","2021-02-10 02:24:52.312907"
1040,"Ledge?",NULL,"[""51.5429455"",""-0.1741934""]",NULL,NULL,NULL,"2021-02-10 02:24:52.32004","2021-02-10 02:24:52.32004"
1042,"Brick 3 with brick ledge",NULL,"[""51.5436395"",""-0.1754379""]","[""https://doc-14-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/1u0o9hv4ccmlm1vta0em32u42s/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALqxID0jwX4w3zPJDvfj-tvrJ8MPb6AP1vFNOz-6pJgNOqpX-lRQocCHDrHZe5b04hYBKuc7BJPGX9s8jSGmOYbm6uz3ygMGbm7IPmUIqi4zr0_d509ZLsMZpYQOIcUkZ0Ca3jVevo7aqE1CzbhpnkadxzoDG1iVfqeuE0aepMJ9o7pJdqK8VExQ6pzsHBO53hnOpf_Dyvk_tGsIy0Yfd24bVyAnA7vg8SALKeez3xcwCMyAw0XXm5EsbRQQQMVelrek2rtfuyz3z1UsJR7W0hJfYKYW7Q?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.326584","2021-02-10 02:24:52.326584"
1043,"Metal road barrier",NULL,"[""51.492797"",""-0.148927""]","[""https://doc-08-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/me3lctlg2ct7jn67lu4fm7u0jo/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALrjqIWL6pT7Pod2ixoWNULw00DVl3SRqLNP5FkKD0Wt5k2O-kUkAMLbSEKBRfuKmKc21oNWYtzRVbryCL-SC4jX2wNHlrLF5AVTtkDczS6PD7ZiwwHIHY44zIKK5rCj4Uv5n9zIXVuDrWDQhF5uxW-1KyxGcual3datiV8kiNRI8c2_VYdxim95bYCUB2P7R2Vp7zruo2_lBuu460a2sMmlHujz9_d9l4cavy-0MJ0psQnCESj7HezngXoWygDCKa9jz0_PT68ebsVBDT2S-TCafjchBA?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.329949","2021-02-10 02:24:52.329949"
1044,"Gap to handrails","Massive bust","[""51.4921089"",""-0.1484817""]",NULL,NULL,NULL,"2021-02-10 02:24:52.333357","2021-02-10 02:24:52.333357"
1045,"Met Police Banks","Thread the needle gap into bank, or ollie up and carve the corner","[""51.491491"",""-0.1491094""]",NULL,NULL,NULL,"2021-02-10 02:24:52.337176","2021-02-10 02:24:52.337176"
1046,"Mini street gap then gap over rail","Manny pad with drop?","[""51.4891529"",""-0.1502252""]",NULL,NULL,NULL,"2021-02-10 02:24:52.340478","2021-02-10 02:24:52.340478"
1047,"Tall wallrail on downhill",NULL,"[""51.5452742"",""-0.1777661""]",NULL,NULL,NULL,"2021-02-10 02:24:52.343961","2021-02-10 02:24:52.343961"
1056,"Tall watery ledges",NULL,"[""51.4559323"",""-0.1958334""]",NULL,NULL,NULL,"2021-02-10 02:24:52.384285","2021-02-10 02:24:52.384285"
1142,"Block 5 set and wooden benches","In this area somewhere. See: https://www.instagram.com/p/Bkmoz7RFbhL","[""51.5084754"",""-0.2243614""]",NULL,NULL,NULL,"2021-02-10 02:24:52.737906","2021-02-10 02:24:52.737906"
1058,"Downish flatbar with gap",NULL,"[""51.4527166"",""-0.1913702""]","[""https://doc-08-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/cmm7hvvde7s8rjtoh4f20apjvc/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALrMslT0MOPX-4zZxftDOC3GYTJopeFAGb2qcqvJ8v0BlHcOiaxAjTaZjl27pXXahtPH5C3ZBxYLTGUrkweshlu-pft_lMh5N4Jib_0znBbotTtbIu5AHCXqs1EzV6sLHzagdMtjjJSrWvIlNlDPOvoqgqkXFX6qEooZ0Ym9Au5_MgIq3OD8n8cONcgsHrGqWQPaYWQU2GRHY-mPTrm3DwPizs12PA04mRkjjy8im_wRlBufSdvm8eGO8WW-AGcs0qoG8Jte6p-ZZJGgk9n9BfKmBOK8ZQ?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.39186","2021-02-10 02:24:52.39186"
1059,"Flatbar over grass gap","Difficult run-up?","[""51.4530709"",""-0.1914561""]",NULL,NULL,NULL,"2021-02-10 02:24:52.395769","2021-02-10 02:24:52.395769"
1060,"6 set","Not sure","[""51.4526564"",""-0.1914239""]",NULL,NULL,NULL,"2021-02-10 02:24:52.39944","2021-02-10 02:24:52.39944"
1061,"14 set cut-off handrail","Short run up","[""51.5120177"",""-0.1016289""]",NULL,NULL,NULL,"2021-02-10 02:24:52.403094","2021-02-10 02:24:52.403094"
1062,"3 set gap over railing",NULL,"[""51.4920755"",""-0.0475448""]",NULL,NULL,NULL,"2021-02-10 02:24:52.406999","2021-02-10 02:24:52.406999"
1063,"Wooden manny pad","plus some metal planters","[""51.5137871"",""-0.0818154""]",NULL,NULL,NULL,"2021-02-10 02:24:52.411567","2021-02-10 02:24:52.411567"
1067,"Fat pole jam",NULL,"[""51.5655866"",""-0.0602853""]",NULL,NULL,NULL,"2021-02-10 02:24:52.4252","2021-02-10 02:24:52.4252"
1068,"Bike lane gap to manny","Somewhere along this road. Not a straight run-up","[""51.5670338"",""-0.0606287""]",NULL,NULL,NULL,"2021-02-10 02:24:52.428826","2021-02-10 02:24:52.428826"
1189,"Long flatbar","With corner","[""51.5095471"",""0.0581878""]",NULL,NULL,NULL,"2021-02-10 02:24:52.929256","2021-02-10 02:24:52.929256"
1071,"4 flat 3","Rough paving slabs","[""51.5124951"",""-0.1120305""]",NULL,NULL,NULL,"2021-02-10 02:24:52.451662","2021-02-10 02:24:52.451662"
1072,"Tweezer Lane Marble blocks ","Around here somewhere. First clip: https://www.thepalomino.com/blogs/news/brokelads-4","[""51.5120744"",""-0.1131034""]",NULL,NULL,NULL,"2021-02-10 02:24:52.455714","2021-02-10 02:24:52.455714"
1073,"Manny pad and nose bonks",NULL,"[""51.5331358"",""-0.0583541""]",NULL,NULL,NULL,"2021-02-10 02:24:52.45933","2021-02-10 02:24:52.45933"
1074,"Wooden benches","As seen in SirusF videos","[""51.5283036"",""-0.0839102""]",NULL,NULL,NULL,"2021-02-10 02:24:52.46283","2021-02-10 02:24:52.46283"
1075,"Victoria park ledges","The ponds are empty sometimes - good for tricks over walls/benches","[""51.5370733"",""-0.0396967""]",NULL,NULL,NULL,"2021-02-10 02:24:52.466199","2021-02-10 02:24:52.466199"
1076,"Wooden benches and grass gap","Can be a bust on the weekend from angry residents","[""51.4894535"",""-0.0394177""]",NULL,NULL,NULL,"2021-02-10 02:24:52.469892","2021-02-10 02:24:52.469892"
1078,"3 set followed by ledge","First line: https://vimeo.com/189755944","[""51.5041948"",""-0.0770974""]",NULL,NULL,NULL,"2021-02-10 02:24:52.476829","2021-02-10 02:24:52.476829"
1099,"Gap over wall",NULL,"[""51.5149922"",""-0.1596665""]","[""https://doc-14-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/3hdldgm0cba7f5629js3ekm6i8/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALr5Z8dA-tEjDzGXHuM5hve_yWLX9IbIQnC5IFTPUx9Q7IJxXrq9XdBTUixtW2cG3MZUCgzz-XOnWYWiNNKzMdHT2Vb9hxSFMOQcCJslnumGU2wetGU6QWmD_g3cYkyTU82pyVOZzwCNL3juT27GDKHeUEOgbE983JpMqhvyoTM4lL5XxxBehMkd2x1rCOLn_xiWGEYUaXNyc2_FTE2RKUEcoXcLnZSs59286gOsOrcrUbc2Jur1so_8tQx56hvbl_XNoBz0U47FIQxPeZ8LtwIss8O5eA?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.564653","2021-02-10 02:24:52.564653"
1141,"Smooth underpass hill bomb","Next to Blackfriars station apparently","[""51.5117239"",""-0.1037854""]",NULL,NULL,NULL,"2021-02-10 02:24:52.734559","2021-02-10 02:24:52.734559"
1143,"Brick bank to wallride",NULL,"[""51.4599834"",""-0.3019845""]",NULL,NULL,NULL,"2021-02-10 02:24:52.741283","2021-02-10 02:24:52.741283"
1077,"Gap over railing","Skinny run-up","[""51.4940895"",""-0.033195""]",NULL,"""[{\""asset_id\"":\""ad798830dee2602f6b3a549eb34b431a\"",\""public_id\"":\""spotMapper/Screenshot_2021-03-31_at_18.35.43_qyysxt\"",\""version\"":1617212164,\""version_id\"":\""90c71744d5e59f4765676bc69ab54d23\"",\""signature\"":\""2b45dca1d01c7e5a1e9392a15df4d6eaa0267539\"",\""width\"":756,\""height\"":409,\""format\"":\""png\"",\""resource_type\"":\""image\"",\""created_at\"":\""2021-03-31T17:36:04Z\"",\""tags\"":[\""1077\"",\""images\""],\""bytes\"":427873,\""type\"":\""upload\"",\""etag\"":\""bf255dada515d8424a8b9695eadbe66e\"",\""placeholder\"":false,\""url\"":\""http://res.cloudinary.com/dsjx8r2ll/image/upload/v1617212164/spotMapper/Screenshot_2021-03-31_at_18.35.43_qyysxt.png\"",\""secure_url\"":\""https://res.cloudinary.com/dsjx8r2ll/image/upload/v1617212164/spotMapper/Screenshot_2021-03-31_at_18.35.43_qyysxt.png\"",\""access_mode\"":\""public\"",\""existing\"":false}]""","""[]""","2021-02-10 02:24:52.473522","2021-03-31 17:36:04.646947"
1066,"National Gallery ledge","","[""51.5086289"",""-0.1277858""]",NULL,"""[{\""asset_id\"":\""8558dac2ccdebceb4e2018493d8183aa\"",\""public_id\"":\""spotMapper/Screenshot_2021-03-31_at_18.38.28_vz8otc\"",\""version\"":1617212325,\""version_id\"":\""5cbceac370ee05455cce4d02bfe79adf\"",\""signature\"":\""cca7ba558f22a56a06fe0834ff461d9590cfa928\"",\""width\"":546,\""height\"":213,\""format\"":\""png\"",\""resource_type\"":\""image\"",\""created_at\"":\""2021-03-31T17:38:45Z\"",\""tags\"":[\""1066\"",\""images\""],\""bytes\"":237578,\""type\"":\""upload\"",\""etag\"":\""9b1e2ca68205ebdbe23e9943105e0d5f\"",\""placeholder\"":false,\""url\"":\""http://res.cloudinary.com/dsjx8r2ll/image/upload/v1617212325/spotMapper/Screenshot_2021-03-31_at_18.38.28_vz8otc.png\"",\""secure_url\"":\""https://res.cloudinary.com/dsjx8r2ll/image/upload/v1617212325/spotMapper/Screenshot_2021-03-31_at_18.38.28_vz8otc.png\"",\""access_mode\"":\""public\"",\""existing\"":false}]""","""[]""","2021-02-10 02:24:52.421606","2021-03-31 17:38:45.60481"
1102,"Bar hop",NULL,"[""51.5180634"",""-0.1448178""]",NULL,NULL,NULL,"2021-02-10 02:24:52.574896","2021-02-10 02:24:52.574896"
1103,"Wallie banks and hips",NULL,"[""51.518237"",""-0.1451987""]",NULL,NULL,NULL,"2021-02-10 02:24:52.578105","2021-02-10 02:24:52.578105"
1180,"Ledge/manny pad with marble ledge","Pop up, carve the corner, quick grind?","[""51.5048192"",""-0.1498041""]",NULL,NULL,NULL,"2021-02-10 02:24:52.896064","2021-02-10 02:24:52.896064"
1181,"Skinny 11",NULL,"[""51.5058109"",""-0.1504934""]",NULL,NULL,NULL,"2021-02-10 02:24:52.899694","2021-02-10 02:24:52.899694"
1182,"Marble blocks",NULL,"[""51.506078"",""-0.1506543""]",NULL,NULL,NULL,"2021-02-10 02:24:52.903483","2021-02-10 02:24:52.903483"
1187,"Metal window ledges","https://www.instagram.com/p/BV4ra0RlfcI","[""51.5073001"",""-0.1378119""]",NULL,NULL,NULL,"2021-02-10 02:24:52.922333","2021-02-10 02:24:52.922333"
1188,"9 set with handrail","On Hackney Road somewhere. https://www.instagram.com/p/BlIaWTvljWh","[""51.5297853"",""-0.0746298""]",NULL,NULL,NULL,"2021-02-10 02:24:52.925844","2021-02-10 02:24:52.925844"
1104,"Gap gap manny",NULL,"[""51.5193252"",""-0.1568556""]","[""https://doc-0c-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/fdoihq8rfg5cg010cv7933o974/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALoxAXLpSe6zSQbrcNP1sMiMILYMEVrcIS16L9Ud8k4N_BNQ5OMr9AQEa-plV8ZrRl7HcYIWo-f054k4x8rfWc5HY9YyeG8JIkT3JYc1T8uHNdJ4l-1Aw_3brR-xLSGoXXnKIlUp745_9Im-t6rCPJOmJDQL_xtBgsNyYxc83AQTisuAnGNEm5R_NY95d-6hsLKW0HscFGJ-L-kzndcooWgTy6mQKprw6Sy2Ss3vQhtzJID3rKenImSdSfaJQMPvaEggGLnW0my_vIqwMlb32ZiAcGNtiQ?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.581479","2021-02-10 02:24:52.581479"
1105,"7 set gap to road",NULL,"[""51.5156733"",""-0.1647842""]",NULL,NULL,NULL,"2021-02-10 02:24:52.585846","2021-02-10 02:24:52.585846"
1106,"Gap to manny pad","2 mins: http://www.freeskatemag.com/2018/06/04/shaun-witherup-in-familias-angola/","[""51.5068193"",""-0.1291591""]",NULL,NULL,NULL,"2021-02-10 02:24:52.589641","2021-02-10 02:24:52.589641"
1108,"2 set gap over gate",NULL,"[""51.5340835"",""-0.1689792""]",NULL,NULL,NULL,"2021-02-10 02:24:52.596379","2021-02-10 02:24:52.596379"
1109,"Cobble road gap",NULL,"[""51.5356585"",""-0.1661146""]",NULL,NULL,NULL,"2021-02-10 02:24:52.59984","2021-02-10 02:24:52.59984"
1110,"13 set handrail + ledge?",NULL,"[""51.5423583"",""-0.171361""]","[""https://doc-0k-9o-mymaps.googleusercontent.com/untrusted/hostedimage/ecphtoc2uuc2c3jlf1hdlsrhmo/5ke9u1hsssimlq6e4qcl1jd768/1612903623500/T9zoFZMS3ePbS26Qg89xkRiYFrpMNsu_/07328644362620360828/5AF2TALonUaWEQ3X32HDSA5POupi2kemJ87fjFF9p_n-0VuuEyfCr-VWP_jfbYvTLPFC0oIZdu6RPhnu8kL_fo1flnbqfnZyThKFTZ2HahrUxSUa4l4vcwH7bU3Heqm4RDLxPLM8f0QgFT-1bc270YXHde9oocOH9WNZqMQl_I1EnxiBKtK5TJBzD3vnV5rz1_hhy7nuxkkFMH6HI-CbfcE2P83E8_Fl5i1DqPiEyJn-qzskVzj7_H408dFyBkbs4-OgXCnOOSr-u5f42ppNclt0jhBIewoBWAQ?session=0\u0026fife""]",NULL,NULL,"2021-02-10 02:24:52.604281","2021-02-10 02:24:52.604281"
1112,"14 set",NULL,"[""51.5088026"",""-0.0726879""]",NULL,NULL,NULL,"2021-02-10 02:24:52.611235","2021-02-10 02:24:52.611235"
